p:batch_size,p:lr,p:weight_decay,objective,job_id,m:timestamp_submit,m:timestamp_gather
14,0.002646657222892803,0.006016307829589928,0.45312499999999994,0,0.7119350433349609,17.176772117614746
25,0.0022825343088702303,0.08632012725909878,0.390625,1,17.211840867996216,34.05310392379761
19,0.0008379642915115781,0.6636085077612338,0.3515625,2,34.083338260650635,51.6623592376709
