p:batch_size,p:lr,p:weight_decay,objective,job_id,m:timestamp_submit,m:timestamp_gather
19,0.002646657222892803,0.006016307829589928,0.7083333333333333,0,0.7347989082336426,20.52437925338745
43,0.0022825343088702303,0.08632012725909878,0.6979166666666666,1,20.56637144088745,39.748743295669556
29,0.0008379642915115781,0.6636085077612338,0.6666666666666666,2,39.77811074256897,58.843510150909424
