,worst_grp_acc_te(best),minor_grp_acc_te,minor_grp_acc_va,worst3_grp_acc_tr,relative_grp_acc_tr,_timestamp,major_grp_acc_va,relative_grp_acc_te,worst_grp_acc_te,best_acc_te,mean_grp_acc_te,worst3_grp_acc_va,best_mean_group_acc_te,best_acc_va,worst3_grp_acc_te,best_mean_group_acc_va,_runtime,mean_grp_acc_tr,major_grp_acc_te,worst5_grp_acc_va,mean_grp_acc_va,worst_grp_acc_va,worst5_grp_acc_tr,relative_grp_acc_va,major_grp_acc_tr,minor_grp_acc_tr,worst_grp_acc_tr,worst5_grp_acc_te,lr,_step,_wandb.runtime,K,T,IR,Ks,lr,mu,up,eta,mus,arch,mode,name,group,names,method,n_gpus,dataset,methods,img_size,max_time,selector,data_path,init_seed,new_reset,scheduler,batch_size,group_best,n_HBO_runs,num_epochs,output_dir,split_seed,config_name,split_seeds,hparams_seed,weight_decay,wandb_project,slurm_partition,n_eval_init_seed,slurm_output_dir,num_hparams_seeds,eval_every_n_epochs
0,96.41025641025641,99.41621438234966,99.46913750897971,100,1,1719283917.1140094,100,0.9941621438234968,94.6153846153846,0.9946689412517326,99.46486318382053,96.7780751670003,0.9946486318382052,0.995151177001966,95.5982905982906,0.9951337604989808,5455.473786354065,100,100,97.02113462735132,99.51337604989808,96.53179190751445,100,0.9946913750897972,100,100,100,96.22120817036073,0.0026466572228928,16,5453,12,3,0.55,[12],0.0026466572228928,0.05,20,0.1,[0.05],resnet50,classic,birds,K=12_erm,['birds'],erm,1,SMA,['erm'],256,4320,mean_grp_acc_va,data,0,False,False,16,birds_K=12_erm_mu=0.05_seed=0,3,17,outputs,0,configAlast1.yaml,[0],0,0.001,SMA_all_2,,5,slurm_outputs,20,4
